id	description	condition	B1_G1	B1_S	B1_G2	B2_G1	B2_S	B2_G2	B3_S	B3_G1	B3_G2	sumUniPeps	sumPSMs	countNum
P14854	Cytochrome c oxidase subunit 6B1 OS=Homo sapiens OX=9606 GN=COX6B1 PE=1 SV=2	37C	249	228.1	296	289.7	274.7	288.6	246.9	259.3	291	4	13	4
P08574	Cytochrome c1, heme protein, mitochondrial OS=Homo sapiens OX=9606 GN=CYC1 PE=1 SV=3	37C	61.7	71.5	37	36.8	139.2	34.3	103.1	35.8	27.7	1	1	1
P21399	Cytoplasmic aconitate hydratase OS=Homo sapiens OX=9606 GN=ACO1 PE=1 SV=3	37C	632.2	519.3	747.2	750.8	614.1	717.2	562.1	767.9	759.1	15	20	14
P16333	Cytoplasmic protein NCK1 OS=Homo sapiens OX=9606 GN=NCK1 PE=1 SV=1	37C	594.5	509.6	679.5	653.5	578.8	661.2	499.4	626.4	648.3	13	22	12
A6NHX0	Cytosolic arginine sensor for mTORC1 subunit 2 OS=Homo sapiens OX=9606 GN=CASTOR2 PE=1 SV=3	37C	33.2	33.1	45.8	40.9	37.9	45.9	35.7	39.5	41.2	2	4	2
O43175	D-3-phosphoglycerate dehydrogenase OS=Homo sapiens OX=9606 GN=PHGDH PE=1 SV=4	37C	2344.6	1695.1	2207.6	3004.7	2668.9	2838.5	2577.9	3545.7	3073.7	17	69	18
P0CG12	Decreased expression in renal and prostate cancer protein OS=Homo sapiens OX=9606 GN=DERPC PE=1 SV=1	37C	70.9	61.8	71.6	70.3	66.8	58.6	57.2	70.3	67	4	4	3
P00374	Dihydrofolate reductase OS=Homo sapiens OX=9606 GN=DHFR PE=1 SV=2	37C	1224	960.9	1318.9	1356.1	1202.7	1355	1175.6	1497.5	1478	8	30	10
P09622	Dihydrolipoyl dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=DLD PE=1 SV=2	37C	2425.9	2036.7	2652.3	2858.3	2068.5	2740.1	1631	3182.1	2691.4	17	69	21
P10515	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial OS=Homo sapiens OX=9606 GN=DLAT PE=1 SV=3	37C	1295.8	1103.3	1307.6	1458.2	1547.2	1373.4	1300.9	1343.6	1449.3	12	57	13
P09417	Dihydropteridine reductase OS=Homo sapiens OX=9606 GN=QDPR PE=1 SV=2	37C	518.8	405	574.8	576.1	524.4	602.9	464.7	622.8	633.3	9	19	5
O95989	Diphosphoinositol polyphosphate phosphohydrolase 1 OS=Homo sapiens OX=9606 GN=NUDT3 PE=1 SV=1	37C	790.7	557.2	831.3	865.2	722	805.3	640.8	852.8	866.8	5	21	5
O00273	DNA fragmentation factor subunit alpha OS=Homo sapiens OX=9606 GN=DFFA PE=1 SV=1	37C	535.3	418.4	587	591.7	504.8	534.5	440.5	579.8	572	4	22	8
P18858	DNA ligase 1 OS=Homo sapiens OX=9606 GN=LIG1 PE=1 SV=1	37C	2167.1	2153.4	2563.5	2745.8	2489.6	2635.4	2211.6	2593.6	2644.1	3	57	22
P20585	DNA mismatch repair protein Msh3 OS=Homo sapiens OX=9606 GN=MSH3 PE=1 SV=4	37C	171.1	160	181.4	195.1	188.1	183.6	154.9	202.5	188.2	11	11	7
P09884	DNA polymerase alpha catalytic subunit OS=Homo sapiens OX=9606 GN=POLA1 PE=1 SV=2	37C	737.3	617.1	830.6	746.7	803.7	799.6	706.1	766.4	770.3	15	21	13
P11387	DNA topoisomerase 1 OS=Homo sapiens OX=9606 GN=TOP1 PE=1 SV=2	37C	734.5	1038.8	607	507.2	1299.7	487	1090.8	506.4	551.7	15	19	13
O95602	DNA-directed RNA polymerase I subunit RPA1 OS=Homo sapiens OX=9606 GN=POLR1A PE=1 SV=2	37C	894.5	850.8	856.5	850.1	1112.8	836	892.1	760.5	770.5	25	38	21
P0CAP2	DNA-directed RNA polymerase II subunit GRINL1A OS=Homo sapiens OX=9606 GN=POLR2M PE=1 SV=1	37C	343.6	287.3	352.9	360	356.4	357.6	319	357.4	337.5	7	11	7
P24928	DNA-directed RNA polymerase II subunit RPB1 OS=Homo sapiens OX=9606 GN=POLR2A PE=1 SV=2	37C	1750.1	1695.8	1870.8	1864.5	2098.7	1759.8	1928	1772.7	1855.1	34	58	34
P19387	DNA-directed RNA polymerase II subunit RPB3 OS=Homo sapiens OX=9606 GN=POLR2C PE=1 SV=2	37C	305.2	284.1	329.7	315.6	360.1	333.8	316.9	292.9	337.9	5	8	5
O15514	DNA-directed RNA polymerase II subunit RPB4 OS=Homo sapiens OX=9606 GN=POLR2D PE=1 SV=1	37C	254.8	211.3	293	267.2	308.9	286	264.2	249.3	281.4	3	6	3
P05423	DNA-directed RNA polymerase III subunit RPC4 OS=Homo sapiens OX=9606 GN=POLR3D PE=1 SV=2	37C	333.9	319.2	365.1	391.8	411.9	392	330.5	372.6	406.2	9	12	9
O15160	DNA-directed RNA polymerases I and III subunit RPAC1 OS=Homo sapiens OX=9606 GN=POLR1C PE=1 SV=1	37C	174.6	162.5	201.3	207.8	209.6	202.9	174.8	197.4	208.1	6	14	4
P19388	DNA-directed RNA polymerases I, II, and III subunit RPABC1 OS=Homo sapiens OX=9606 GN=POLR2E PE=1 SV=4	37C	301.8	290.6	283.9	292.7	384.2	276.2	345.2	267.5	279.3	6	12	6
O60884	DnaJ homolog subfamily A member 2 OS=Homo sapiens OX=9606 GN=DNAJA2 PE=1 SV=1	37C	1759.6	1512.3	2105.9	2094.1	1808.9	2164	1605.8	2030.8	2224.7	12	60	14
P25685	DnaJ homolog subfamily B member 1 OS=Homo sapiens OX=9606 GN=DNAJB1 PE=1 SV=4	37C	1291.8	1163.5	1416.6	1464.1	1325.3	1423.4	1218.5	1413.5	1371.3	12	45	12
O75190	DnaJ homolog subfamily B member 6 OS=Homo sapiens OX=9606 GN=DNAJB6 PE=1 SV=2	37C	540.8	525.8	574.5	627.5	608.4	628.9	501.7	584.9	552.4	2	18	8
O75937	DnaJ homolog subfamily C member 8 OS=Homo sapiens OX=9606 GN=DNAJC8 PE=1 SV=2	37C	1484.3	1296.5	1568	1598.1	1545.9	1509.6	1363.5	1655.3	1582.9	9	31	9
O60762	Dolichol-phosphate mannosyltransferase subunit 1 OS=Homo sapiens OX=9606 GN=DPM1 PE=1 SV=1	37C	156.3	266.7	120.2	119.3	434.6	123.6	378.1	142.3	127.4	5	7	5
O60216	Double-strand-break repair protein rad21 homolog OS=Homo sapiens OX=9606 GN=RAD21 PE=1 SV=2	37C	934.9	793.6	887.7	920.1	1035	916.1	892.1	1009.4	962.6	15	35	14
O95793	Double-stranded RNA-binding protein Staufen homolog 1 OS=Homo sapiens OX=9606 GN=STAU1 PE=1 SV=2	37C	700.9	769.9	801	826	951.1	775	881.8	684.3	828.1	11	24	14
O75935	Dynactin subunit 3 OS=Homo sapiens OX=9606 GN=DCTN3 PE=1 SV=1	37C	289.3	230.9	306.9	311.5	285.7	310.9	250.5	300.1	308	7	14	6
O75150	E3 ubiquitin-protein ligase BRE1B OS=Homo sapiens OX=9606 GN=RNF40 PE=1 SV=5	37C	1235	1083	1487.2	1503.7	1342.3	1503.7	1141.9	1439	1403.4	23	56	21
P22681	E3 ubiquitin-protein ligase CBL OS=Homo sapiens OX=9606 GN=CBL PE=1 SV=2	37C	212	150.7	246.8	222.9	209.4	241.1	186.5	233.1	235.3	11	15	7
O43164	E3 ubiquitin-protein ligase Praja-2 OS=Homo sapiens OX=9606 GN=PJA2 PE=1 SV=4	37C	46.9	50.8	60.1	68.4	52.2	62.6	52.8	61.5	56.5	2	3	2
O15541	E3 ubiquitin-protein ligase RNF113A OS=Homo sapiens OX=9606 GN=RNF113A PE=1 SV=1	37C	86.9	61.3	109.6	113.7	82.1	100.2	87.9	104.1	113.2	3	3	2
O95071	E3 ubiquitin-protein ligase UBR5 OS=Homo sapiens OX=9606 GN=UBR5 PE=1 SV=2	37C	1681.7	1504.3	1762.5	1857.1	1896.4	1859.3	1667.2	1741.8	1801.5	41	62	34
O94874	E3 UFM1-protein ligase 1 OS=Homo sapiens OX=9606 GN=UFL1 PE=1 SV=2	37C	476.3	747	413.2	457.1	956.8	418.5	820	464.2	399.5	15	20	11
P13804	Electron transfer flavoprotein subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=ETFA PE=1 SV=1	37C	4311.2	3000.6	4349	4511.5	3774.5	4261.2	3249.6	4575.8	4433.7	14	84	17
P24534	Elongation factor 1-beta OS=Homo sapiens OX=9606 GN=EEF1B2 PE=1 SV=3	37C	3975.3	3265.3	4679.4	4209.4	4133.3	4212	3568.7	3987.9	4289.8	9	121	12
P14625	Endoplasmin OS=Homo sapiens OX=9606 GN=HSP90B1 PE=1 SV=1	37C	7818.4	7347.4	10346.2	9519.6	8151	9952.6	7164.6	9068.5	8877.3	24	298	43
O75521	Enoyl-CoA delta isomerase 2 OS=Homo sapiens OX=9606 GN=ECI2 PE=1 SV=4	37C	1106.2	925.6	1396.7	1359.9	1174.3	1405.6	993.2	1395	1375.4	11	31	13
O43402	ER membrane protein complex subunit 8 OS=Homo sapiens OX=9606 GN=EMC8 PE=1 SV=1	37C	200	185.6	218.9	246.3	231.4	242.5	190.6	233	246.7	4	5	4
P15976	Erythroid transcription factor OS=Homo sapiens OX=9606 GN=GATA1 PE=1 SV=1	37C	495.6	434	417.1	430.1	538.9	392.2	461	474.6	398.1	5	9	5
O43324	Eukaryotic translation elongation factor 1 epsilon-1 OS=Homo sapiens OX=9606 GN=EEF1E1 PE=1 SV=1	37C	1691.5	1523.5	1893.4	2077.4	1678.5	1980.9	1470	1977.6	2047.2	8	35	10
P05198	Eukaryotic translation initiation factor 2 subunit 1 OS=Homo sapiens OX=9606 GN=EIF2S1 PE=1 SV=3	37C	3504.6	3048	3442.5	3476.8	3762.8	3420.8	3201.7	3264.4	3477.7	20	100	27
P20042	Eukaryotic translation initiation factor 2 subunit 2 OS=Homo sapiens OX=9606 GN=EIF2S2 PE=1 SV=2	37C	4625	3846.6	4233.1	4296.3	4819.2	3943.6	4180.5	4064.1	4196.8	22	95	25
O15371	Eukaryotic translation initiation factor 3 subunit D OS=Homo sapiens OX=9606 GN=EIF3D PE=1 SV=1	37C	2289.3	2018.7	2245.5	2257.1	2400.8	2081.8	1972.7	1992.2	2263.9	14	56	13
O00303	Eukaryotic translation initiation factor 3 subunit F OS=Homo sapiens OX=9606 GN=EIF3F PE=1 SV=1	37C	952.7	850.3	935.3	982	1030.7	897.5	852.6	882.4	908.7	9	33	12
O75821	Eukaryotic translation initiation factor 3 subunit G OS=Homo sapiens OX=9606 GN=EIF3G PE=1 SV=2	37C	1877.5	1627.1	2008.8	2037.7	2004.3	2050	1670.1	1927.2	2052.5	11	53	14
O15372	Eukaryotic translation initiation factor 3 subunit H OS=Homo sapiens OX=9606 GN=EIF3H PE=1 SV=1	37C	833.6	923.2	898.5	981.2	960	830.2	791.6	862.8	878.7	12	29	13
O75822	Eukaryotic translation initiation factor 3 subunit J OS=Homo sapiens OX=9606 GN=EIF3J PE=1 SV=2	37C	2941.3	2528	3200.5	3246.5	3120.7	2952.5	2702.2	3015.7	3080.9	14	56	16
P23588	Eukaryotic translation initiation factor 4B OS=Homo sapiens OX=9606 GN=EIF4B PE=1 SV=2	37C	4331.2	4802.8	5957.2	5920.5	4491.4	5495.6	4201.4	5355.8	5306	19	102	22
O60573	Eukaryotic translation initiation factor 4E type 2 OS=Homo sapiens OX=9606 GN=EIF4E2 PE=1 SV=1	37C	199	244	278.4	270.5	238.8	295.6	231.3	276.7	289.4	4	14	5
O60841	Eukaryotic translation initiation factor 5B OS=Homo sapiens OX=9606 GN=EIF5B PE=1 SV=4	37C	2815.2	2525.4	3532.5	3768.4	2559.2	3416.1	2243.4	3279.3	3738	32	85	34
O14980	Exportin-1 OS=Homo sapiens OX=9606 GN=XPO1 PE=1 SV=1	37C	2158.4	2533	3821.3	3912.9	3340.4	4128.6	3009.9	3972.8	4343.5	31	123	37
O43592	Exportin-T OS=Homo sapiens OX=9606 GN=XPOT PE=1 SV=2	37C	1876.7	1422	2104.8	2360.9	1629.3	2252.9	1508.8	2295.5	2290.7	24	68	24
P15311	Ezrin OS=Homo sapiens OX=9606 GN=EZR PE=1 SV=4	37C	3082.8	2898.3	3862.2	3832	2832	3701.3	2727.2	4040.2	3836.6	20	210	27
P21333	Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=4	37C	6838	5817.1	8245.6	8250.2	6923.8	8533.6	6089.5	8091.1	8333.9	76	236	81
P04075	Fructose-bisphosphate aldolase A OS=Homo sapiens OX=9606 GN=ALDOA PE=1 SV=2	37C	9753.2	7970.1	11978.2	11106.7	9883.8	11091.2	8556.1	11056.7	11697	18	286	34
P09972	Fructose-bisphosphate aldolase C OS=Homo sapiens OX=9606 GN=ALDOC PE=1 SV=2	37C	1166.7	917.5	1331.1	1327.7	1163	1296.3	1031.2	1312.1	1414.5	13	97	13
P16930	Fumarylacetoacetase OS=Homo sapiens OX=9606 GN=FAH PE=1 SV=2	37C	430.5	346.9	622	560	350.8	571.7	346.6	533	584.6	7	19	5
P14635	G2/mitotic-specific cyclin-B1 OS=Homo sapiens OX=9606 GN=CCNB1 PE=1 SV=1	37C	150.3	211.7	528.5	223.1	290.9	511.2	261.6	235.8	538.6	6	13	6
O95067	G2/mitotic-specific cyclin-B2 OS=Homo sapiens OX=9606 GN=CCNB2 PE=1 SV=1	37C	138.8	170.4	254.3	179.5	248.1	264.6	203.2	188.3	265.5	5	6	5
P09104	Gamma-enolase OS=Homo sapiens OX=9606 GN=ENO2 PE=1 SV=3	37C	206.6	153.2	205.6	201.4	193.2	182.3	172.1	200.2	205	5	69	5
O75223	Gamma-glutamylcyclotransferase OS=Homo sapiens OX=9606 GN=GGCT PE=1 SV=1	37C	1312.4	996.5	1482.4	1384.2	1113.7	1313.7	954.6	1373.7	1405.8	6	25	8
P13284	Gamma-interferon-inducible lysosomal thiol reductase OS=Homo sapiens OX=9606 GN=IFI30 PE=1 SV=3	37C	58	66.2	77.5	83.6	54.5	78	55.9	83	78.9	1	2	2
O76070	Gamma-synuclein OS=Homo sapiens OX=9606 GN=SNCG PE=1 SV=2	37C	334.4	215.2	368.7	366.1	292.7	367.6	307.1	396.7	406.7	6	8	5
P17900	Ganglioside GM2 activator OS=Homo sapiens OX=9606 GN=GM2A PE=1 SV=4	37C	147.6	124.4	166.5	179.4	162.6	172	141.8	182.6	181.6	4	5	4
O60547	GDP-mannose 4,6 dehydratase OS=Homo sapiens OX=9606 GN=GMDS PE=1 SV=1	37C	661.9	599.5	882.3	819.4	639.2	833.5	589.2	774.1	863.8	10	17	10
O75496	Geminin OS=Homo sapiens OX=9606 GN=GMNN PE=1 SV=1	37C	245.6	446.1	687.3	415	570.9	665.9	473.8	439	665.6	4	11	5
P18074	General transcription and DNA repair factor IIH helicase subunit XPD OS=Homo sapiens OX=9606 GN=ERCC2 PE=1 SV=1	37C	522.3	539.5	629.8	646.9	616.9	668.2	536.6	577.9	646.6	12	20	13
P13984	General transcription factor IIF subunit 2 OS=Homo sapiens OX=9606 GN=GTF2F2 PE=1 SV=2	37C	408.1	452.5	577.7	552.3	458.5	555	412.5	511.5	554	7	14	7
O95749	Geranylgeranyl pyrophosphate synthase OS=Homo sapiens OX=9606 GN=GGPS1 PE=1 SV=1	37C	327.7	257.7	400.8	330.1	338.6	352.3	273	299.9	362.3	6	12	5
O60234	Glia maturation factor gamma OS=Homo sapiens OX=9606 GN=GMFG PE=1 SV=1	37C	168.2	112.3	166.3	211.4	161.2	172.2	164.9	274.8	220.8	2	10	2
P00367	Glutamate dehydrogenase 1, mitochondrial OS=Homo sapiens OX=9606 GN=GLUD1 PE=1 SV=2	37C	4023.9	3043.7	4342.7	4336.8	3734.5	4152.8	3305.9	4422	3988.9	5	85	22
P15104	Glutamine synthetase OS=Homo sapiens OX=9606 GN=GLUL PE=1 SV=4	37C	488	609.5	869.4	727	645	835.3	632.1	841	941.2	7	22	8
O43716	Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial OS=Homo sapiens OX=9606 GN=GATC PE=1 SV=1	37C	168.5	167.6	205.4	190.7	204.2	201.6	169.2	194.9	187	6	7	5
O76003	Glutaredoxin-3 OS=Homo sapiens OX=9606 GN=GLRX3 PE=1 SV=2	37C	1324.9	1116.8	1644.5	1542.1	1379	1546.3	1186	1554.8	1578.4	12	55	12
O43813	Glutathione S-transferase LANCL1 OS=Homo sapiens OX=9606 GN=LANCL1 PE=1 SV=1	37C	341.3	277.4	362.7	384.2	341.2	347.9	307.7	371.1	376.4	7	16	5
P21266	Glutathione S-transferase Mu 3 OS=Homo sapiens OX=9606 GN=GSTM3 PE=1 SV=3	37C	194.8	170.1	228.3	231.9	233.3	240.4	176.3	219.5	234.4	4	11	4
P13807	Glycogen [starch] synthase, muscle OS=Homo sapiens OX=9606 GN=GYS1 PE=1 SV=2	37C	67.6	66	86.6	71.9	76.8	79.7	71.1	73.2	79.2	3	6	4
O00178	GTP-binding protein 1 OS=Homo sapiens OX=9606 GN=GTPBP1 PE=1 SV=3	37C	158.3	122.7	167.1	174.4	154.9	176	139.7	170.5	174.3	6	10	6
A4D1E9	GTP-binding protein 10 OS=Homo sapiens OX=9606 GN=GTPBP10 PE=1 SV=1	37C	402.9	443.2	393.7	398.3	506.9	405.3	437.4	363.4	381.4	7	9	7
P01111	GTPase NRas OS=Homo sapiens OX=9606 GN=NRAS PE=1 SV=1	37C	303.4	360.2	287.4	335.1	382.8	275.2	369.3	319	283.7	4	7	3
P08754	Guanine nucleotide-binding protein G(i) subunit alpha-3 OS=Homo sapiens OX=9606 GN=GNAI3 PE=1 SV=3	37C	346.7	394.9	269.9	283.3	536.4	267.6	483.5	259.5	261.5	5	11	6
O60832	H/ACA ribonucleoprotein complex subunit DKC1 OS=Homo sapiens OX=9606 GN=DKC1 PE=1 SV=3	37C	289.7	308.4	307.2	299.7	347.6	301.2	295.2	284.4	350.2	9	11	7
O95757	Heat shock 70 kDa protein 4L OS=Homo sapiens OX=9606 GN=HSPA4L PE=1 SV=3	37C	1723.8	1645.3	2170.5	2064.8	1963.4	2184.6	1649.3	2082.2	2191.2	23	68	23
P04792	Heat shock protein beta-1 OS=Homo sapiens OX=9606 GN=HSPB1 PE=1 SV=2	37C	1882.5	1733.4	2355.9	2223.6	2133.6	2388.2	1660.2	2071.3	2241.7	10	78	12
P08238	Heat shock protein HSP 90-beta OS=Homo sapiens OX=9606 GN=HSP90AB1 PE=1 SV=4	37C	32003.8	28267.3	39909.1	38171.3	32508.5	37420	28481.5	35818.1	38869.1	27	907	69
P14317	Hematopoietic lineage cell-specific protein OS=Homo sapiens OX=9606 GN=HCLS1 PE=1 SV=3	37C	616.9	439.5	658.4	656.7	534	646.9	499.8	717.9	726.7	7	20	9
O14964	Hepatocyte growth factor-regulated tyrosine kinase substrate OS=Homo sapiens OX=9606 GN=HGS PE=1 SV=1	37C	1108.8	1008.5	1107.6	1203.3	1161.5	1116.8	1016.2	1061.1	1197.8	14	25	13
P09651	Heterogeneous nuclear ribonucleoprotein A1 OS=Homo sapiens OX=9606 GN=HNRNPA1 PE=1 SV=5	37C	2587.7	2473.3	2461.8	2082.1	2796.9	2353.2	3108.8	2766.8	2729.6	7	123	13
P14866	Heterogeneous nuclear ribonucleoprotein L OS=Homo sapiens OX=9606 GN=HNRNPL PE=1 SV=2	37C	2738.9	2525.2	2587.1	2377.5	3222.5	2613.6	3316.1	2830.4	3045.9	15	72	20
O43390	Heterogeneous nuclear ribonucleoprotein R OS=Homo sapiens OX=9606 GN=HNRNPR PE=1 SV=1	37C	1258.4	1173.2	1236.8	1276.5	1431.9	1324.7	1289	1498.9	1447.7	12	88	14
P22626	Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens OX=9606 GN=HNRNPA2B1 PE=1 SV=2	37C	3344.6	2907.4	3213.4	2702	3609.2	3200.5	3811	3780.9	3857.3	13	115	18
P09429	High mobility group protein B1 OS=Homo sapiens OX=9606 GN=HMGB1 PE=1 SV=3	37C	2485.2	2231.6	2635.6	2819.1	2482.1	2530.1	2247	2855.6	2859.5	5	97	9
O15347	High mobility group protein B3 OS=Homo sapiens OX=9606 GN=HMGB3 PE=1 SV=4	37C	472.7	343	478.5	476.8	483.2	465.9	387.4	494.7	493.2	3	24	4
P12081	Histidine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=HARS1 PE=1 SV=2	37C	1690.1	1381.5	1954.7	1933.8	1739.7	1931.5	1551.3	1986.8	2026.6	13	66	19
O14929	Histone acetyltransferase type B catalytic subunit OS=Homo sapiens OX=9606 GN=HAT1 PE=1 SV=2	37C	1272.1	1087	1424.2	1414.1	1264	1429.9	1082.9	1430.7	1439.2	12	37	14
O00422	Histone deacetylase complex subunit SAP18 OS=Homo sapiens OX=9606 GN=SAP18 PE=1 SV=1	37C	178.4	189.1	190	201.1	210.6	201.6	199.6	188	206	2	6	2
O43719	HIV Tat-specific factor 1 OS=Homo sapiens OX=9606 GN=HTATSF1 PE=1 SV=1	37C	1807.2	1598.4	1721	1906.6	1927.6	1756	1630.6	1771.6	1745.8	24	37	21
O75146	Huntingtin-interacting protein 1-related protein OS=Homo sapiens OX=9606 GN=HIP1R PE=1 SV=2	37C	443.6	467.2	572.5	567.7	597.3	583.9	490.5	525.4	599.2	10	15	10
P00492	Hypoxanthine-guanine phosphoribosyltransferase OS=Homo sapiens OX=9606 GN=HPRT1 PE=1 SV=2	37C	1003.4	842.2	1277.3	1206.3	1089.5	1206.5	951.6	1128.1	1269.9	8	34	10
O00629	Importin subunit alpha-3 OS=Homo sapiens OX=9606 GN=KPNA4 PE=1 SV=1	37C	998.2	961.5	1131.4	1096.5	1156.7	1145.7	1018.5	1118.2	1149.9	8	33	10
O00505	Importin subunit alpha-4 OS=Homo sapiens OX=9606 GN=KPNA3 PE=1 SV=2	37C	782.6	706.9	888.5	870.4	811.5	843.1	693	811.5	831.9	5	30	5
O60684	Importin subunit alpha-7 OS=Homo sapiens OX=9606 GN=KPNA6 PE=1 SV=1	37C	635.7	627.1	670.1	701.2	721.8	725.2	616.4	702.9	711	7	37	9
O95373	Importin-7 OS=Homo sapiens OX=9606 GN=IPO7 PE=1 SV=1	37C	1833.2	1398	2513.8	2456.5	1553.4	2560.1	1244.8	2374.4	2607.8	24	88	25
O43314	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2 OS=Homo sapiens OX=9606 GN=PPIP5K2 PE=1 SV=3	37C	1198.3	922.2	1325.1	1303.7	1128.2	1301.4	1012.8	1319.9	1345.1	15	34	22
P14735	Insulin-degrading enzyme OS=Homo sapiens OX=9606 GN=IDE PE=1 SV=4	37C	1497	1266.7	1718.2	1663	1548.4	1713	1358.2	1598.1	1743.6	25	50	24
O00425	Insulin-like growth factor 2 mRNA-binding protein 3 OS=Homo sapiens OX=9606 GN=IGF2BP3 PE=1 SV=2	37C	1298.5	1296.5	1118.2	1149.4	1594.3	1185.8	1608	1303.6	1153.8	15	65	16
P08648	Integrin alpha-5 OS=Homo sapiens OX=9606 GN=ITGA5 PE=1 SV=2	37C	254.3	268.8	230	266.6	350.5	241.8	333.9	242.3	226.5	5	9	4
P05362	Intercellular adhesion molecule 1 OS=Homo sapiens OX=9606 GN=ICAM1 PE=1 SV=2	37C	344.4	417.1	444.9	455.4	428.8	392	442.9	447	374.1	6	9	7
O75569	Interferon-inducible double-stranded RNA-dependent protein kinase activator A OS=Homo sapiens OX=9606 GN=PRKRA PE=1 SV=1	37C	267.2	300.1	277.8	264.1	434	277.4	351.8	287.8	287.3	4	6	4
O75874	Isocitrate dehydrogenase [NADP] cytoplasmic OS=Homo sapiens OX=9606 GN=IDH1 PE=1 SV=2	37C	3164	2451.3	3346	3666	2842.5	3446.1	2712.2	3939.8	3679.6	16	83	22
O60271-2	Isoform 2 of C-Jun-amino-terminal kinase-interacting protein 4 OS=Homo sapiens OX=9606 GN=SPAG9	37C	2096	1889.6	2399.8	2543.3	2213.9	2411.1	1929.3	2531.3	2463.1	1	68	34
P26358-2	Isoform 2 of DNA (cytosine-5)-methyltransferase 1 OS=Homo sapiens OX=9606 GN=DNMT1	37C	3329	3089.4	4194.4	4003.5	3565.4	4053.1	3077.9	3763.4	4055.2	1	94	37
P13674-2	Isoform 2 of Prolyl 4-hydroxylase subunit alpha-1 OS=Homo sapiens OX=9606 GN=P4HA1	37C	789.3	780.8	883.1	930.9	790.8	819.2	673.5	830.1	781.4	13	20	12
O14787-2	Isoform 2 of Transportin-2 OS=Homo sapiens OX=9606 GN=TNPO2	37C	58.5	50.1	84	79.1	62.1	84.2	48.3	80.7	90	3	21	3
O75122-3	Isoform 3 of CLIP-associating protein 2 OS=Homo sapiens OX=9606 GN=CLASP2	37C	1097.8	1015.9	1208	1295	1346.1	1280.5	1096.3	1221.7	1272.4	2	38	21
O94925-3	Isoform 3 of Glutaminase kidney isoform, mitochondrial OS=Homo sapiens OX=9606 GN=GLS	37C	843.2	850.4	1166	1156.7	929.8	1176.6	812.2	1116.3	1080	14	34	11
O00154-4	Isoform 4 of Cytosolic acyl coenzyme A thioester hydrolase OS=Homo sapiens OX=9606 GN=ACOT7	37C	938.8	797.3	1180.2	1124.4	992.7	1164.1	858	1120.6	1215.3	11	35	11
O14617-5	Isoform 5 of AP-3 complex subunit delta-1 OS=Homo sapiens OX=9606 GN=AP3D1	37C	843	931.8	1313.4	1332.8	999	1380.8	932.8	1310.7	1551.3	21	37	20
O75369-8	Isoform 8 of Filamin-B OS=Homo sapiens OX=9606 GN=FLNB	37C	6012.3	5027.5	7243.5	7163.1	6357	7397.1	5355.6	6899	7239	75	212	78
P05771-2	Isoform Beta-II of Protein kinase C beta type OS=Homo sapiens OX=9606 GN=PRKCB	37C	958.1	762.3	890.8	1145.9	1013.5	917.5	848.3	1137.2	900	11	30	14
P15923-2	Isoform E47 of Transcription factor E2-alpha OS=Homo sapiens OX=9606 GN=TCF3	37C	722.1	626.1	791.8	807.4	743.4	783.7	652.1	760.1	835.4	7	16	7
P14618-2	Isoform M1 of Pyruvate kinase PKM OS=Homo sapiens OX=9606 GN=PKM	37C	10.5	8.5	11.9	14.2	10.3	11.6	8.7	14.9	13.3	2	248	1
P09496-2	Isoform Non-brain of Clathrin light chain A OS=Homo sapiens OX=9606 GN=CLTA	37C	1494.2	1211.4	1464.5	1367.5	1589	1261.7	1399.1	1339.2	1161.9	8	33	10
P09497-2	Isoform Non-brain of Clathrin light chain B OS=Homo sapiens OX=9606 GN=CLTB	37C	431	341.5	402.4	372.8	422.5	352.3	390.4	380.5	324.5	4	9	3
O75449	Katanin p60 ATPase-containing subunit A1 OS=Homo sapiens OX=9606 GN=KATNA1 PE=1 SV=1	37C	441.4	357.1	479	491.6	463.5	519	402.6	486.3	478.2	11	14	10
O14777	Kinetochore protein NDC80 homolog OS=Homo sapiens OX=9606 GN=NDC80 PE=1 SV=1	37C	1000.8	868	1091.6	1093.7	1043.8	1215.5	942.6	1010.8	1213.9	19	26	15
P20700	Lamin-B1 OS=Homo sapiens OX=9606 GN=LMNB1 PE=1 SV=2	37C	1112.1	907.7	1372.2	1085.8	1345.3	1541.8	1268.3	1202.2	1681.4	20	34	21
P09960	Leukotriene A-4 hydrolase OS=Homo sapiens OX=9606 GN=LTA4H PE=1 SV=2	37C	1676.2	1659.4	2135.5	2231.9	1707.1	2257	1529.5	2151.1	2217.9	20	58	21
P11182	Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial OS=Homo sapiens OX=9606 GN=DBT PE=1 SV=3	37C	62.5	46.8	62.6	59.5	44.7	62.2	45	61.1	66	1	1	1
